cliente,descripcion,fecha_ingreso,fecha_garantia,marca,codigo,sector,grupo,criticidad,estado,fecha_ultimalectura,ultima_lectura,descrip_tecnica,area,proceso,numero_serie,meta_disponibilidad,procesado,fec_proceso,unidad_industrial
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-305-HAB-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-305-HAB-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-306-HAB-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-306-HAB-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-307-HAB-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-307-HAB-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-308-HAB-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-308-HAB-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-309-HAB-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-309-HAB-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-310-HAB-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-310-HAB-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-311-HAB-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-311-HAB-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-312-HAB-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-312-HAB-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-313-HAB-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-313-HAB-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-314-HAB-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-314-HAB-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-315-HAB-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-315-HAB-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-316-HAB-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-316-HAB-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-317-HAB-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-317-HAB-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-318-HAB-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-318-HAB-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-319-HAB-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-319-HAB-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-320-HAB-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-320-HAB-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-321-HAB-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-321-HAB-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-322-HAB-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-322-HAB-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-323-HAB-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-323-HAB-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-324-HAB-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-324-HAB-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-101-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-101-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-102-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-102-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-103-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-103-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-104-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-104-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-105-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-105-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-106-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-106-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-107-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-107-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-108-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-108-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-109-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-109-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-110-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-110-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-111-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-111-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-112-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-112-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-113-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-113-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-114-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-114-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-115-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-115-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-116-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-116-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-117-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-117-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-118-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-118-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-119-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-119-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-120-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-120-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-121-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-121-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-122-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-122-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-123-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-123-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-124-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-124-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-201-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-201-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-202-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-202-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-203-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-203-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-204-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-204-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-205-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-205-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-206-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-206-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-207-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-207-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-208-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-208-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-209-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-209-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-210-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-210-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-211-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-211-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-212-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-212-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-213-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-213-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-214-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-214-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-215-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-215-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-216-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-216-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-217-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-217-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-218-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-218-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-219-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-219-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-220-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-220-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-221-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-221-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-222-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-222-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-223-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-223-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-224-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-224-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-301-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-301-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-302-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-302-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-303-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-303-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-304-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-304-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-305-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-305-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-306-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-306-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-307-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-307-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-308-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-308-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-309-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-309-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-310-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-310-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-311-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-311-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-312-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-312-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-313-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-313-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-314-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-314-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-315-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-315-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-316-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-316-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-317-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-317-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-318-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-318-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-319-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-319-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-320-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-320-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-321-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-321-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-322-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-322-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-323-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-323-BÑ-V,,,,a Confirmar
VELADERO,VIP B7,01-11-2023,31-10-2025,N/A,B7-324-BÑ-V,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-324-BÑ-V,,,,a Confirmar
VELADERO,Sala de Termos B7,01-11-2023,31-10-2025,N/A,B7-100-ST,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-100-ST,,,,a Confirmar
VELADERO,Sala de Termos B7,01-11-2023,31-10-2025,N/A,B7-200-ST,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-200-ST,,,,a Confirmar
VELADERO,Sala de Termos B7,01-11-2023,31-10-2025,N/A,B7-300-ST,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-300-ST,,,,a Confirmar
VELADERO,Tableros Electricos B7,01-11-2023,31-10-2025,N/A,B7-100-TE,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-100-TE,,,,a Confirmar
VELADERO,Tableros Electricos B7,01-11-2023,31-10-2025,N/A,B7-200-TE,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-200-TE,,,,a Confirmar
VELADERO,Tableros Electricos B7,01-11-2023,31-10-2025,N/A,B7-300-TE,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-300-TE,,,,a Confirmar
VELADERO,Pasillo B7,01-11-2023,31-10-2025,N/A,B7-100-PAS,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-100-PAS,,,,a Confirmar
VELADERO,Pasillo B7,01-11-2023,31-10-2025,N/A,B7-200-PAS,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-200-PAS,,,,a Confirmar
VELADERO,Pasillo B7,01-11-2023,31-10-2025,N/A,B7-300-PAS,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-300-PAS,,,,a Confirmar
VELADERO,Puertas del B7,01-11-2023,31-10-2025,N/A,B7-100-PGM,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-100-PGM,,,,a Confirmar
VELADERO,Puertas del B7,01-11-2023,31-10-2025,N/A,B7-200-PGM,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-200-PGM,,,,a Confirmar
VELADERO,Puertas del B7,01-11-2023,31-10-2025,N/A,B7-300-PGM,Plataforma Nro 1,Camp Los Amarillos,ALTA,IN,,,MODULO HABITACIONAL,ADMIN CAMP,SSGG,B7-300-PGM,,,,a Confirmar
VELADERO,Estacionamiento Construccion,01-11-2023,31-10-2025,N/A,EST-CONST,Construccion,Camp Los Amarillos,ALTA,IN,,,ESTACIONAMIENTO CONSTRUCCION,ADMIN CAMP,SSGG,EST-CONST,,,,a Confirmar
VELADERO,Policilinico,01-11-2023,31-10-2025,N/A,POL,Area Central,Camp Los Amarillos,ALTA,IN,,,POLICLINICO,ADMIN CAMP,SSGG,POL,,,,a Confirmar
VELADERO,Oficinas Administracion,01-11-2023,31-10-2025,N/A,OF-ADM,Area Central,Camp Los Amarillos,ALTA,IN,,,OFICINAS ADMINISTRACION,ADMIN CAMP,SSGG,OF-ADM,,,,a Confirmar
VELADERO,Hall Administracion,01-11-2023,31-10-2025,N/A,HALL-ADM,Area Central,Camp Los Amarillos,ALTA,IN,,,HALL ADMINISTRACION,ADMIN CAMP,SSGG,HALL-ADM,,,,a Confirmar
VELADERO,Gimnasio,01-11-2023,31-10-2025,N/A,GYM,Area Central,Camp Los Amarillos,ALTA,IN,,,GIMNASIO,ADMIN CAMP,SSGG,GYM,,,,a Confirmar
VELADERO,Comedor Construccion,01-11-2023,31-10-2025,N/A,COM-CONST,Area Central,Camp Los Amarillos,ALTA,IN,,,COMEDOR CONSTRUCCION,ADMIN CAMP,SSGG,COM-CONST,,,,a Confirmar
VELADERO,Lavavajillas Construccion,01-11-2023,31-10-2025,N/A,LAVA-CONST,Area Central,Camp Los Amarillos,ALTA,IN,,,LAVAVAJILLA CONSTRUCCION,ADMIN CAMP,SSGG,LAVA-CONST,,,,a Confirmar
VELADERO,Cocina Amarillos,01-11-2023,31-10-2025,N/A,COC-AM,Area Central,Camp Los Amarillos,ALTA,IN,,,COCINA AMARILLOS,ADMIN CAMP,SSGG,COC-AM,,,,a Confirmar
VELADERO,Deposito Aramark,01-11-2023,31-10-2025,N/A,DEP-ARAMARK,Area Central,Camp Los Amarillos,ALTA,IN,,,DEPOSITO ARAMARK,ADMIN CAMP,SSGG,DEP-ARAMARK,,,,a Confirmar
